plot,old_plot,year,month,day,date,survey_date,start_time1,start_time1.1,end_time1,end_time1.1,type,duration,region,region_code,subregion,subregion_code,zone,cluster,cluster_size,survey_method,Tylercomment,quality1,quality2,quality1_date,quality2_date,prop_surveyed,Selection_Method,Sighting_code,species,group,final_nests,final_centroids,final_decision_comment,Count_Nests_found,Count_Probable_nest,Count_Pairs,Count_Male,Count_Female,Count_Unknown_sex,Incidentals.Off_Plot_Birds_Seen_Y.N,GIS_UTM_ZONE,UTM_SW_Easting,UTM_SW_Northing,UTM_NW_Easting,UTM_NW_Northing,UTM_NE_Easting,UTM_NE_Northing,UTM_SE_Easting,UTM_SE_Northing,plot_area,snow_cover,habitat,X1.Region,X2.Zone,X3.Plot,X4.Area,X5.Land,X6.Elev,X7.Hab,X8.Pgood,X9.Pfair,X10.Ppoor,X12.UniqueZone,clusterID,surveyID,plotID,camp,number
KWI-IntC,C,2010,6,16,16-Jun-10,16-Jun-10,14:50,14:50,16:50,16:50,INTENSIVE,0.083333333,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,STSA,Shorebirds,NA,NA,,0,0,0,0,0,1,yes,14,547727,7618283,547727,7618683,548027,7618683,548027,7618283,0.12,0.4,2,8.4,27136,458112,0.119068386,0.11,-23.68523274,2,0.078,0.643,0.279,8-27136,8-27136-2,"14:50.KWI-IntC.June 16, 2010",KWI-IntC.2010,KWI,2
KWI-IntC,C,2010,6,16,16-Jun-10,16-Jun-10,14:50,14:50,16:50,16:50,INTENSIVE,0.083333333,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,WRSA,Shorebirds,NA,NA,,0,0,1,0,0,3,yes,14,547727,7618283,547727,7618683,548027,7618683,548027,7618283,0.12,0.4,2,8.4,27136,458112,0.119068386,0.11,-23.68523274,2,0.078,0.643,0.279,8-27136,8-27136-2,"14:50.KWI-IntC.June 16, 2010",KWI-IntC.2010,KWI,8
KWI-IntC,C,2010,6,21,21-Jun-10,21-Jun-10,7:25,7:25,8:55,8:55,INTENSIVE,0.0625,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,AMGP,Shorebirds,NA,NA,,0,0,1,0,0,0,yes,14,547727,7618283,547727,7618683,548027,7618683,548027,7618283,0.12,NA,2,8.4,27136,458112,0.119068386,0.11,-23.68523274,2,0.078,0.643,0.279,8-27136,8-27136-2,"07:25.KWI-IntC.June 21, 2010",KWI-IntC.2010,KWI,2
KWI-IntC,C,2010,6,16,16-Jun-10,16-Jun-10,14:50,14:50,16:50,16:50,INTENSIVE,0.083333333,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,RUTU,Shorebirds,NA,NA,,0,0,1,0,0,0,yes,14,547727,7618283,547727,7618683,548027,7618683,548027,7618283,0.12,0.4,2,8.4,27136,458112,0.119068386,0.11,-23.68523274,2,0.078,0.643,0.279,8-27136,8-27136-2,"14:50.KWI-IntC.June 16, 2010",KWI-IntC.2010,KWI,2
KWI-IntC,C,2010,6,16,16-Jun-10,16-Jun-10,14:50,14:50,16:50,16:50,INTENSIVE,0.083333333,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,LALO,Passerines,NA,NA,,0,0,2,0,0,0,yes,14,547727,7618283,547727,7618683,548027,7618683,548027,7618283,0.12,0.4,2,8.4,27136,458112,0.119068386,0.11,-23.68523274,2,0.078,0.643,0.279,8-27136,8-27136-2,"14:50.KWI-IntC.June 16, 2010",KWI-IntC.2010,KWI,4
KWI-IntC,C,2010,6,21,21-Jun-10,21-Jun-10,7:25,7:25,8:55,8:55,INTENSIVE,0.0625,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,TUSW,Waterfowl,NA,NA,,0,0,1,0,0,0,yes,14,547727,7618283,547727,7618683,548027,7618683,548027,7618283,0.12,NA,2,8.4,27136,458112,0.119068386,0.11,-23.68523274,2,0.078,0.643,0.279,8-27136,8-27136-2,"07:25.KWI-IntC.June 21, 2010",KWI-IntC.2010,KWI,2
KWI-IntC,C,2010,6,16,16-Jun-10,16-Jun-10,14:50,14:50,16:50,16:50,INTENSIVE,0.083333333,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,REPH,Shorebirds,NA,NA,,0,0,1,0,0,0,yes,14,547727,7618283,547727,7618683,548027,7618683,548027,7618283,0.12,0.4,2,8.4,27136,458112,0.119068386,0.11,-23.68523274,2,0.078,0.643,0.279,8-27136,8-27136-2,"14:50.KWI-IntC.June 16, 2010",KWI-IntC.2010,KWI,2
KWI-IntD,D,2010,6,16,16-Jun-10,16-Jun-10,11:40,11:40,13:50,13:50,INTENSIVE,0.090277778,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,SESA,Shorebirds,NA,NA,,0,0,3,0,0,0,yes,14,547051,7618669,547051,7619069,547351,7619069,547351,7618669,0.12,0.1,2,8.4,27135,458113,0.119071331,0.09,-22.96245291,2,0.233,0.397,0.371,8-27135,8-27135-2,"11:40.KWI-IntD.June 16, 2010",KWI-IntD.2010,KWI,6
KWI-IntD,D,2010,6,21,21-Jun-10,21-Jun-10,9:23,9:23,10:40,10:40,INTENSIVE,0.053472222,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,SESA,Shorebirds,NA,NA,,0,0,0,0,0,4,yes,14,547051,7618669,547051,7619069,547351,7619069,547351,7618669,0.12,NA,2,8.4,27135,458113,0.119071331,0.09,-22.96245291,2,0.233,0.397,0.371,8-27135,8-27135-2,"09:23.KWI-IntD.June 21, 2010",KWI-IntD.2010,KWI,8
KWI-IntD,D,2010,6,16,16-Jun-10,16-Jun-10,11:40,11:40,13:50,13:50,INTENSIVE,0.090277778,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,SEPL,Shorebirds,NA,NA,,0,0,0,0,0,1,yes,14,547051,7618669,547051,7619069,547351,7619069,547351,7618669,0.12,0.1,2,8.4,27135,458113,0.119071331,0.09,-22.96245291,2,0.233,0.397,0.371,8-27135,8-27135-2,"11:40.KWI-IntD.June 16, 2010",KWI-IntD.2010,KWI,2
KWI-IntD,D,2010,6,21,21-Jun-10,21-Jun-10,9:23,9:23,10:40,10:40,INTENSIVE,0.053472222,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,WRSA,Shorebirds,NA,NA,,0,0,1,0,0,0,yes,14,547051,7618669,547051,7619069,547351,7619069,547351,7618669,0.12,NA,2,8.4,27135,458113,0.119071331,0.09,-22.96245291,2,0.233,0.397,0.371,8-27135,8-27135-2,"09:23.KWI-IntD.June 21, 2010",KWI-IntD.2010,KWI,2
KWI-IntD,D,2010,6,16,16-Jun-10,16-Jun-10,11:40,11:40,13:50,13:50,INTENSIVE,0.090277778,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,LTDU,Waterfowl,NA,NA,,0,0,1,0,0,0,yes,14,547051,7618669,547051,7619069,547351,7619069,547351,7618669,0.12,0.1,2,8.4,27135,458113,0.119071331,0.09,-22.96245291,2,0.233,0.397,0.371,8-27135,8-27135-2,"11:40.KWI-IntD.June 16, 2010",KWI-IntD.2010,KWI,2
KWI-IntD,D,2010,6,16,16-Jun-10,16-Jun-10,11:40,11:40,13:50,13:50,INTENSIVE,0.090277778,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,AMGP,Shorebirds,NA,NA,,0,0,1,0,0,0,yes,14,547051,7618669,547051,7619069,547351,7619069,547351,7618669,0.12,0.1,2,8.4,27135,458113,0.119071331,0.09,-22.96245291,2,0.233,0.397,0.371,8-27135,8-27135-2,"11:40.KWI-IntD.June 16, 2010",KWI-IntD.2010,KWI,2
KWI-IntD,D,2010,6,16,16-Jun-10,16-Jun-10,11:40,11:40,13:50,13:50,INTENSIVE,0.090277778,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,WRSA,Shorebirds,NA,NA,,0,0,1,0,0,0,yes,14,547051,7618669,547051,7619069,547351,7619069,547351,7618669,0.12,0.1,2,8.4,27135,458113,0.119071331,0.09,-22.96245291,2,0.233,0.397,0.371,8-27135,8-27135-2,"11:40.KWI-IntD.June 16, 2010",KWI-IntD.2010,KWI,2
KWI-IntD,D,2010,6,21,21-Jun-10,21-Jun-10,9:23,9:23,10:40,10:40,INTENSIVE,0.053472222,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,CAGO,Waterfowl,NA,NA,,0,0,1,0,0,0,yes,14,547051,7618669,547051,7619069,547351,7619069,547351,7618669,0.12,NA,2,8.4,27135,458113,0.119071331,0.09,-22.96245291,2,0.233,0.397,0.371,8-27135,8-27135-2,"09:23.KWI-IntD.June 21, 2010",KWI-IntD.2010,KWI,2
KWI-IntD,D,2010,6,21,21-Jun-10,21-Jun-10,9:23,9:23,10:40,10:40,INTENSIVE,0.053472222,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,AMGP,Shorebirds,NA,NA,,0,0,0,0,0,1,yes,14,547051,7618669,547051,7619069,547351,7619069,547351,7618669,0.12,NA,2,8.4,27135,458113,0.119071331,0.09,-22.96245291,2,0.233,0.397,0.371,8-27135,8-27135-2,"09:23.KWI-IntD.June 21, 2010",KWI-IntD.2010,KWI,2
KWI-IntD,D,2010,6,16,16-Jun-10,16-Jun-10,11:40,11:40,13:50,13:50,INTENSIVE,0.090277778,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,RUTU,Shorebirds,NA,NA,,0,0,1,0,0,0,yes,14,547051,7618669,547051,7619069,547351,7619069,547351,7618669,0.12,0.1,2,8.4,27135,458113,0.119071331,0.09,-22.96245291,2,0.233,0.397,0.371,8-27135,8-27135-2,"11:40.KWI-IntD.June 16, 2010",KWI-IntD.2010,KWI,2
KWI-IntD,D,2010,6,16,16-Jun-10,16-Jun-10,11:40,11:40,13:50,13:50,INTENSIVE,0.090277778,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,CAGO,Waterfowl,NA,NA,,0,0,3,0,0,0,yes,14,547051,7618669,547051,7619069,547351,7619069,547351,7618669,0.12,0.1,2,8.4,27135,458113,0.119071331,0.09,-22.96245291,2,0.233,0.397,0.371,8-27135,8-27135-2,"11:40.KWI-IntD.June 16, 2010",KWI-IntD.2010,KWI,6
KWI-IntD,D,2010,6,16,16-Jun-10,16-Jun-10,11:40,11:40,13:50,13:50,INTENSIVE,0.090277778,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,BBPL,Shorebirds,NA,NA,,0,0,1,0,0,0,yes,14,547051,7618669,547051,7619069,547351,7619069,547351,7618669,0.12,0.1,2,8.4,27135,458113,0.119071331,0.09,-22.96245291,2,0.233,0.397,0.371,8-27135,8-27135-2,"11:40.KWI-IntD.June 16, 2010",KWI-IntD.2010,KWI,2
KWI-IntD,D,2010,6,16,16-Jun-10,16-Jun-10,11:40,11:40,13:50,13:50,INTENSIVE,0.090277778,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,PESA,Shorebirds,NA,NA,,0,0,1,0,0,0,yes,14,547051,7618669,547051,7619069,547351,7619069,547351,7618669,0.12,0.1,2,8.4,27135,458113,0.119071331,0.09,-22.96245291,2,0.233,0.397,0.371,8-27135,8-27135-2,"11:40.KWI-IntD.June 16, 2010",KWI-IntD.2010,KWI,2
KWI-IntD,D,2010,6,21,21-Jun-10,21-Jun-10,9:23,9:23,10:40,10:40,INTENSIVE,0.053472222,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,LALO,Passerines,NA,NA,,0,0,2,0,0,1,yes,14,547051,7618669,547051,7619069,547351,7619069,547351,7618669,0.12,NA,2,8.4,27135,458113,0.119071331,0.09,-22.96245291,2,0.233,0.397,0.371,8-27135,8-27135-2,"09:23.KWI-IntD.June 21, 2010",KWI-IntD.2010,KWI,6
KWI-IntD,D,2010,6,16,16-Jun-10,16-Jun-10,11:40,11:40,13:50,13:50,INTENSIVE,0.090277778,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,LALO,Passerines,NA,NA,,0,0,7,1,0,0,yes,14,547051,7618669,547051,7619069,547351,7619069,547351,7618669,0.12,0.1,2,8.4,27135,458113,0.119071331,0.09,-22.96245291,2,0.233,0.397,0.371,8-27135,8-27135-2,"11:40.KWI-IntD.June 16, 2010",KWI-IntD.2010,KWI,16
KWI-IntE,E,2010,6,16,16-Jun-10,16-Jun-10,12:08,12:08,14:33,14:33,INTENSIVE,0.100694444,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,SESA,Shorebirds,NA,NA,,0,0,2,0,0,1,yes,14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,0,2,8.4,27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,8-27166,8-27166-1,"12:08.KWI-IntE.June 16, 2010",KWI-IntE.2010,KWI,6
KWI-IntE,E,2010,6,21,21-Jun-10,21-Jun-10,13:00,13:00,14:30,14:30,INTENSIVE,0.0625,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,PESA,Shorebirds,NA,NA,,0,0,0,1,0,0,yes,14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,NA,2,8.4,27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,8-27166,8-27166-1,"13:00.KWI-IntE.June 21, 2010",KWI-IntE.2010,KWI,2
KWI-IntE,E,2010,6,16,16-Jun-10,16-Jun-10,12:08,12:08,14:33,14:33,INTENSIVE,0.100694444,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,SAGU,Gull,NA,NA,,0,0,1,0,0,0,yes,14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,0,2,8.4,27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,8-27166,8-27166-1,"12:08.KWI-IntE.June 16, 2010",KWI-IntE.2010,KWI,2
KWI-IntE,E,2010,6,16,16-Jun-10,16-Jun-10,12:08,12:08,14:33,14:33,INTENSIVE,0.100694444,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,SAND,Shorebirds,NA,NA,,0,0,1,0,0,0,yes,14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,0,2,8.4,27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,8-27166,8-27166-1,"12:08.KWI-IntE.June 16, 2010",KWI-IntE.2010,KWI,2
KWI-IntE,E,2010,6,16,16-Jun-10,16-Jun-10,12:08,12:08,14:33,14:33,INTENSIVE,0.100694444,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,WRSA,Shorebirds,NA,NA,,0,0,1,0,0,0,yes,14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,0,2,8.4,27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,8-27166,8-27166-1,"12:08.KWI-IntE.June 16, 2010",KWI-IntE.2010,KWI,2
KWI-IntE,E,2010,6,16,16-Jun-10,16-Jun-10,12:08,12:08,14:33,14:33,INTENSIVE,0.100694444,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,HERG,Gull,NA,NA,,0,0,0,0,0,3,yes,14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,0,2,8.4,27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,8-27166,8-27166-1,"12:08.KWI-IntE.June 16, 2010",KWI-IntE.2010,KWI,6
KWI-IntE,E,2010,6,21,21-Jun-10,21-Jun-10,13:00,13:00,14:30,14:30,INTENSIVE,0.0625,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,CAGO,Waterfowl,NA,NA,,0,0,2,0,0,1,yes,14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,NA,2,8.4,27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,8-27166,8-27166-1,"13:00.KWI-IntE.June 21, 2010",KWI-IntE.2010,KWI,6
KWI-IntE,E,2010,6,16,16-Jun-10,16-Jun-10,12:08,12:08,14:33,14:33,INTENSIVE,0.100694444,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,REPH,Shorebirds,NA,NA,,0,0,3,0,0,0,yes,14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,0,2,8.4,27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,8-27166,8-27166-1,"12:08.KWI-IntE.June 16, 2010",KWI-IntE.2010,KWI,6
KWI-IntE,E,2010,6,16,16-Jun-10,16-Jun-10,12:08,12:08,14:33,14:33,INTENSIVE,0.100694444,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,RUTU,Shorebirds,NA,NA,,0,0,0,0,0,1,yes,14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,0,2,8.4,27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,8-27166,8-27166-1,"12:08.KWI-IntE.June 16, 2010",KWI-IntE.2010,KWI,2
KWI-IntE,E,2010,6,21,21-Jun-10,21-Jun-10,13:00,13:00,14:30,14:30,INTENSIVE,0.0625,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,LALO,Passerines,NA,NA,,0,0,3,3,0,0,yes,14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,NA,2,8.4,27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,8-27166,8-27166-1,"13:00.KWI-IntE.June 21, 2010",KWI-IntE.2010,KWI,12
KWI-IntE,E,2010,6,21,21-Jun-10,21-Jun-10,13:00,13:00,14:30,14:30,INTENSIVE,0.0625,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,BBPL,Shorebirds,NA,NA,,0,0,0,0,0,1,yes,14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,NA,2,8.4,27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,8-27166,8-27166-1,"13:00.KWI-IntE.June 21, 2010",KWI-IntE.2010,KWI,2
KWI-IntE,E,2010,6,21,21-Jun-10,21-Jun-10,13:00,13:00,14:30,14:30,INTENSIVE,0.0625,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,REPH,Shorebirds,NA,NA,,0,0,6,0,0,2,yes,14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,NA,2,8.4,27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,8-27166,8-27166-1,"13:00.KWI-IntE.June 21, 2010",KWI-IntE.2010,KWI,16
KWI-IntE,E,2010,6,21,21-Jun-10,21-Jun-10,13:00,13:00,14:30,14:30,INTENSIVE,0.0625,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,GWFG,Waterfowl,NA,NA,,0,0,1,0,0,1,yes,14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,NA,2,8.4,27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,8-27166,8-27166-1,"13:00.KWI-IntE.June 21, 2010",KWI-IntE.2010,KWI,4
KWI-IntE,E,2010,6,16,16-Jun-10,16-Jun-10,12:08,12:08,14:33,14:33,INTENSIVE,0.100694444,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,LALO,Passerines,NA,NA,,0,0,1,2,0,2,yes,14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,0,2,8.4,27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,8-27166,8-27166-1,"12:08.KWI-IntE.June 16, 2010",KWI-IntE.2010,KWI,10
KWI-IntE,E,2010,6,16,16-Jun-10,16-Jun-10,12:08,12:08,14:33,14:33,INTENSIVE,0.100694444,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,BBPL,Shorebirds,NA,NA,,0,0,1,0,0,0,yes,14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,0,2,8.4,27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,8-27166,8-27166-1,"12:08.KWI-IntE.June 16, 2010",KWI-IntE.2010,KWI,2
KWI-IntE,E,2010,6,16,16-Jun-10,16-Jun-10,12:08,12:08,14:33,14:33,INTENSIVE,0.100694444,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,GLGU,Gull,NA,NA,,0,0,1,0,0,0,yes,14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,0,2,8.4,27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,8-27166,8-27166-1,"12:08.KWI-IntE.June 16, 2010",KWI-IntE.2010,KWI,2
KWI-IntE,E,2010,6,21,21-Jun-10,21-Jun-10,13:00,13:00,14:30,14:30,INTENSIVE,0.0625,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,RUTU,Shorebirds,NA,NA,,0,0,0,0,0,1,yes,14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,NA,2,8.4,27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,8-27166,8-27166-1,"13:00.KWI-IntE.June 21, 2010",KWI-IntE.2010,KWI,2
KWI-IntE,E,2010,6,16,16-Jun-10,16-Jun-10,12:08,12:08,14:33,14:33,INTENSIVE,0.100694444,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,PESA,Shorebirds,NA,NA,,0,0,0,0,0,1,yes,14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,0,2,8.4,27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,8-27166,8-27166-1,"12:08.KWI-IntE.June 16, 2010",KWI-IntE.2010,KWI,2
KWI-IntE,E,2010,6,21,21-Jun-10,21-Jun-10,13:00,13:00,14:30,14:30,INTENSIVE,0.0625,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,BBSA,Shorebirds,NA,NA,,0,0,0,0,0,1,yes,14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,NA,2,8.4,27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,8-27166,8-27166-1,"13:00.KWI-IntE.June 21, 2010",KWI-IntE.2010,KWI,2
KWI-IntE,E,2010,6,16,16-Jun-10,16-Jun-10,12:08,12:08,14:33,14:33,INTENSIVE,0.100694444,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,CAGO,Waterfowl,NA,NA,,0,0,1,0,0,0,yes,14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,0,2,8.4,27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,8-27166,8-27166-1,"12:08.KWI-IntE.June 16, 2010",KWI-IntE.2010,KWI,2
KWI-IntE,E,2010,6,21,21-Jun-10,21-Jun-10,13:00,13:00,14:30,14:30,INTENSIVE,0.0625,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,SESA,Shorebirds,NA,NA,,0,0,0,0,0,2,yes,14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,NA,2,8.4,27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,8-27166,8-27166-1,"13:00.KWI-IntE.June 21, 2010",KWI-IntE.2010,KWI,4
KWI-IntE,E,2010,6,21,21-Jun-10,21-Jun-10,13:00,13:00,14:30,14:30,INTENSIVE,0.0625,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,TUSW,Waterfowl,NA,NA,,0,0,1,0,0,0,yes,14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,NA,2,8.4,27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,8-27166,8-27166-1,"13:00.KWI-IntE.June 21, 2010",KWI-IntE.2010,KWI,2
KWI-IntE,E,2010,6,16,16-Jun-10,16-Jun-10,12:08,12:08,14:33,14:33,INTENSIVE,0.100694444,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,GWFG,Waterfowl,NA,NA,,0,0,2,0,0,0,yes,14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,0,2,8.4,27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,8-27166,8-27166-1,"12:08.KWI-IntE.June 16, 2010",KWI-IntE.2010,KWI,4
KWI-IntE,E,2010,6,21,21-Jun-10,21-Jun-10,13:00,13:00,14:30,14:30,INTENSIVE,0.0625,Queen Maud Gulf,8,Queen Maud - rest,8.4,199_KWI__R8,NA,NA,rapid,,2,NA,01-May-10,,1,field selected,1,SAGU,Gull,NA,NA,,0,0,2,0,0,0,yes,14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,NA,2,8.4,27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,8-27166,8-27166-1,"13:00.KWI-IntE.June 21, 2010",KWI-IntE.2010,KWI,4
