"plot","old_plot","year","month","day","date","survey_date","start_time1","start_time1.1","end_time1","end_time1.1","type","duration","region","region_code","subregion","subregion_code","zone","cluster","cluster_size","survey_method","Tylercomment","quality1","quality2","quality1_date","quality2_date","prop_surveyed","Selection_Method","Sighting_code","species","group","final_nests","final_centroids","final_decision_comment","Count_Nests_found","Count_Probable_nest","Count_Pairs","Count_Male","Count_Female","Count_Unknown_sex","Incidentals.Off_Plot_Birds_Seen_Y.N","GIS_UTM_ZONE","UTM_SW_Easting","UTM_SW_Northing","UTM_NW_Easting","UTM_NW_Northing","UTM_NE_Easting","UTM_NE_Northing","UTM_SE_Easting","UTM_SE_Northing","plot_area","snow_cover","habitat","X1.Region","X2.Zone","X3.Plot","X4.Area","X5.Land","X6.Elev","X7.Hab","X8.Pgood","X9.Pfair","X10.Ppoor","X12.UniqueZone","X11.UniqueZone","number","plotID","camp"
"FISH-IntI","Fish-I",2013,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","2016_R12_B_Z",NA,NA,"not applicable - final decision","",1,1,"May 1, 2013","October 1, 2019",NA,"field selected","0","PESA","Shorebirds",0,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,503437,7693634,503437,7694034,503737,7694034,503737,7693634,0.12,NA,1,"12.2",6563,69254,0.12,0.102461538,-5.286226052,1,1,0,0,"126563","12.6563",1,"FISH-IntI.2013","FIS"
"FISH-IntI","Fish-I",2013,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","2016_R12_B_Z",NA,NA,"not applicable - final decision","",1,1,"May 1, 2013","October 1, 2019",NA,"field selected","0","RNPH","Shorebirds",3,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,503437,7693634,503437,7694034,503737,7694034,503737,7693634,0.12,NA,1,"12.2",6563,69254,0.12,0.102461538,-5.286226052,1,1,0,0,"126563","12.6563",3,"FISH-IntI.2013","FIS"
"FISH-IntI","Fish-I",2008,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","2016_R12_B_Z",NA,NA,"not applicable - final decision","",1,1,"May 1, 2008","October 1, 2019",NA,"field selected","0","WHIM","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,503437,7693634,503437,7694034,503737,7694034,503737,7693634,0.12,NA,1,"12.2",6563,69254,0.12,0.102461538,-5.286226052,1,1,0,0,"126563","12.6563",1,"FISH-IntI.2008","FIS"
"FISH-IntI","Fish-I",2008,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","2016_R12_B_Z",NA,NA,"not applicable - final decision","",1,1,"May 1, 2008","October 1, 2019",NA,"field selected","0","STSA","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,503437,7693634,503437,7694034,503737,7694034,503737,7693634,0.12,NA,1,"12.2",6563,69254,0.12,0.102461538,-5.286226052,1,1,0,0,"126563","12.6563",1,"FISH-IntI.2008","FIS"
"FISH-IntI","Fish-I",2013,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","2016_R12_B_Z",NA,NA,"not applicable - final decision","",1,1,"May 1, 2013","October 1, 2019",NA,"field selected","0","HUGO","Shorebirds",1,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,503437,7693634,503437,7694034,503737,7694034,503737,7693634,0.12,NA,1,"12.2",6563,69254,0.12,0.102461538,-5.286226052,1,1,0,0,"126563","12.6563",2,"FISH-IntI.2013","FIS"
"IGL-IntB","IGL-IntensiveB",2016,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","134K5",NA,NA,"not applicable - final decision","",3,NA,"May 1, 2016","",NA,"field selected","0","PUSA","Shorebirds",1,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,479265,7699938,479265,7700338,479565,7700338,479565,7699938,0.12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"IGL-IntB.2016","IGL"
"IGL-IntB","IGL-IntensiveB",2016,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","134K5",NA,NA,"not applicable - final decision","",3,NA,"May 1, 2016","",NA,"field selected","0","REPH","Shorebirds",2,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,479265,7699938,479265,7700338,479565,7700338,479565,7699938,0.12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"IGL-IntB.2016","IGL"
"IGL-IntB","IGL-IntensiveB",2016,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","134K5",NA,NA,"not applicable - final decision","",3,NA,"May 1, 2016","",NA,"field selected","0","SESA","Shorebirds",2,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,479265,7699938,479265,7700338,479565,7700338,479565,7699938,0.12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"IGL-IntB.2016","IGL"
"IGL-IntB","IGL-IntensiveB",2016,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","134K5",NA,NA,"not applicable - final decision","",3,NA,"May 1, 2016","",NA,"field selected","0","WRSA","Shorebirds",3,3,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,479265,7699938,479265,7700338,479565,7700338,479565,7699938,0.12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"IGL-IntB.2016","IGL"
"IGL-IntB","IGL-IntensiveB",2017,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","134K5",NA,NA,"not applicable - final decision","",3,NA,"May 1, 2016","",NA,"field selected","0","SESA","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,479265,7699938,479265,7700338,479565,7700338,479565,7699938,0.12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IGL-IntB.2017","IGL"
"IGL-IntB","IGL-IntensiveB",2017,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","134K5",NA,NA,"not applicable - final decision","",3,NA,"May 1, 2016","",NA,"field selected","0","WRSA","Shorebirds",3,3,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,479265,7699938,479265,7700338,479565,7700338,479565,7699938,0.12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"IGL-IntB.2017","IGL"
"IGL-IntB","IGL-IntensiveB",2017,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","134K5",NA,NA,"not applicable - final decision","",3,NA,"May 1, 2016","",NA,"field selected","0","REPH","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,479265,7699938,479265,7700338,479565,7700338,479565,7699938,0.12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IGL-IntB.2017","IGL"
"IGL-IntC","IGL-IntensiveC",2016,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","148K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","PUSA","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,478894,7699218,478894,7699618,479194,7699618,479194,7699218,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IGL-IntC.2016","IGL"
"IGL-IntC","IGL-IntensiveC",2017,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","148K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","BASA","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,478894,7699218,478894,7699618,479194,7699618,479194,7699218,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IGL-IntC.2017","IGL"
"IGL-IntC","IGL-IntensiveC",2017,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","148K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","PUSA","Shorebirds",0,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,478894,7699218,478894,7699618,479194,7699618,479194,7699218,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IGL-IntC.2017","IGL"
"IGL-IntC","IGL-IntensiveC",2017,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","148K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","REPH","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,478894,7699218,478894,7699618,479194,7699618,479194,7699218,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IGL-IntC.2017","IGL"
"IGL-IntC","IGL-IntensiveC",2017,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","148K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","RUTU","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,478894,7699218,478894,7699618,479194,7699618,479194,7699218,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IGL-IntC.2017","IGL"
"IGL-IntC","IGL-IntensiveC",2017,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","148K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","SESA","Shorebirds",3,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,478894,7699218,478894,7699618,479194,7699618,479194,7699218,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"IGL-IntC.2017","IGL"
"IGL-IntC","IGL-IntensiveC",2017,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","148K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","WRSA","Shorebirds",0,3,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,478894,7699218,478894,7699618,479194,7699618,479194,7699218,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"IGL-IntC.2017","IGL"
"IGL-IntC","IGL-IntensiveC",2016,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","148K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","SESA","Shorebirds",5,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,478894,7699218,478894,7699618,479194,7699618,479194,7699218,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"IGL-IntC.2016","IGL"
"IGL-IntC","IGL-IntensiveC",2016,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","148K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","REPH","Shorebirds",3,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,478894,7699218,478894,7699618,479194,7699618,479194,7699218,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"IGL-IntC.2016","IGL"
"IGL-IntF","IGL-IntensiveF",2017,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","165K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","DUNL","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,478894,7698205,478894,7698605,479194,7698605,479194,7698205,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IGL-IntF.2017","IGL"
"IGL-IntF","IGL-IntensiveF",2017,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","165K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","REPH","Shorebirds",1,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,478894,7698205,478894,7698605,479194,7698605,479194,7698205,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"IGL-IntF.2017","IGL"
"IGL-IntF","IGL-IntensiveF",2017,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","165K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","WRSA","Shorebirds",2,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,478894,7698205,478894,7698605,479194,7698605,479194,7698205,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"IGL-IntF.2017","IGL"
"IGL-IntF","IGL-IntensiveF",2017,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","165K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","BBPL","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,478894,7698205,478894,7698605,479194,7698605,479194,7698205,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IGL-IntF.2017","IGL"
"IGL-IntF","IGL-IntensiveF",2016,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","165K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","WRSA","Shorebirds",6,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,478894,7698205,478894,7698605,479194,7698605,479194,7698205,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"IGL-IntF.2016","IGL"
"IGL-IntF","IGL-IntensiveF",2016,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","165K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","AMGP","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,478894,7698205,478894,7698605,479194,7698605,479194,7698205,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IGL-IntF.2016","IGL"
"IGL-IntF","IGL-IntensiveF",2016,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","165K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","REPH","Shorebirds",5,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,478894,7698205,478894,7698605,479194,7698605,479194,7698205,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"IGL-IntF.2016","IGL"
"IGL-IntH","IGL-IntensiveH",2017,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","147K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","WRSA","Shorebirds",2,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,476708,7698758,476708,7699158,477008,7699158,477008,7698758,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"IGL-IntH.2017","IGL"
"IGL-IntH","IGL-IntensiveH",2016,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","147K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","WRSA","Shorebirds",1,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,476708,7698758,476708,7699158,477008,7699158,477008,7698758,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"IGL-IntH.2016","IGL"
"IGL-IntH","IGL-IntensiveH",2017,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","147K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","REPH","Shorebirds",2,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,476708,7698758,476708,7699158,477008,7699158,477008,7698758,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"IGL-IntH.2017","IGL"
"IGL-IntH","IGL-IntensiveH",2016,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","147K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","REPH","Shorebirds",5,2,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,476708,7698758,476708,7699158,477008,7699158,477008,7698758,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"IGL-IntH.2016","IGL"
"IGL-IntI","IGL-IntensiveI",2016,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","134K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","PESA","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,479826,7699921,479826,7700321,480126,7700321,480126,7699921,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IGL-IntI.2016","IGL"
"IGL-IntI","IGL-IntensiveI",2016,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","134K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","REPH","Shorebirds",9,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,479826,7699921,479826,7700321,480126,7700321,480126,7699921,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"IGL-IntI.2016","IGL"
"IGL-IntI","IGL-IntensiveI",2016,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","134K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","WRSA","Shorebirds",7,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,479826,7699921,479826,7700321,480126,7700321,480126,7699921,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"IGL-IntI.2016","IGL"
"IGL-IntI","IGL-IntensiveI",2016,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","134K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","BBPL","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,479826,7699921,479826,7700321,480126,7700321,480126,7699921,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IGL-IntI.2016","IGL"
"IGL-IntI","IGL-IntensiveI",2017,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","134K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","REPH","Shorebirds",8,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,479826,7699921,479826,7700321,480126,7700321,480126,7699921,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"IGL-IntI.2017","IGL"
"IGL-IntI","IGL-IntensiveI",2017,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Northwest Hudson Barrens","5","Northwest Hudson Barrens - main","5.2","134K5",NA,NA,"not applicable - final decision","",1,NA,"May 1, 2016","",NA,"field selected","0","WRSA","Shorebirds",1,5,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",17,479826,7699921,479826,7700321,480126,7700321,480126,7699921,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"IGL-IntI.2017","IGL"
"KWI-IntA","A",2010,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud - rest","8.4","199_KWI__R8",NA,NA,"not applicable - final decision","",2,NA,"May 1, 2010","",NA,"field selected","0","WRSA","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,548311,7616896,548311,7617196,548711,7617196,548711,7616896,0.12,NA,2,"8.4",27114,457878,0.119060872,0.1,-29.73229655,1,0.38,0.349,0.271,"8.27114","8.27114",1,"KWI-IntA.2010","KWI"
"KWI-IntA","A",2010,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud - rest","8.4","199_KWI__R8",NA,NA,"not applicable - final decision","",2,NA,"May 1, 2010","",NA,"field selected","0","SESA","Shorebirds",2,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,548311,7616896,548311,7617196,548711,7617196,548711,7616896,0.12,NA,2,"8.4",27114,457878,0.119060872,0.1,-29.73229655,1,0.38,0.349,0.271,"8.27114","8.27114",2,"KWI-IntA.2010","KWI"
"KWI-IntA","A",2010,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud - rest","8.4","199_KWI__R8",NA,NA,"not applicable - final decision","",2,NA,"May 1, 2010","",NA,"field selected","0","REPH","Shorebirds",3,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,548311,7616896,548311,7617196,548711,7617196,548711,7616896,0.12,NA,2,"8.4",27114,457878,0.119060872,0.1,-29.73229655,1,0.38,0.349,0.271,"8.27114","8.27114",3,"KWI-IntA.2010","KWI"
"KWI-IntB","B",2010,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud - rest","8.4","199_KWI__R8",NA,NA,"not applicable - final decision","",2,NA,"May 1, 2010","",NA,"field selected","0","WRSA","Shorebirds",3,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,548781,7617616,548781,7618016,549081,7618016,549081,7617616,0.12,NA,2,"8.4",27114,457884,0.119063169,0.116,-28.14670563,2,0.053,0.573,0.373,"8.27114","8.27114",3,"KWI-IntB.2010","KWI"
"KWI-IntB","B",2010,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud - rest","8.4","199_KWI__R8",NA,NA,"not applicable - final decision","",2,NA,"May 1, 2010","",NA,"field selected","0","SESA","Shorebirds",2,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,548781,7617616,548781,7618016,549081,7618016,549081,7617616,0.12,NA,2,"8.4",27114,457884,0.119063169,0.116,-28.14670563,2,0.053,0.573,0.373,"8.27114","8.27114",2,"KWI-IntB.2010","KWI"
"KWI-IntB","B",2010,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud - rest","8.4","199_KWI__R8",NA,NA,"not applicable - final decision","",2,NA,"May 1, 2010","",NA,"field selected","0","AMGP","Shorebirds",2,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,548781,7617616,548781,7618016,549081,7618016,549081,7617616,0.12,NA,2,"8.4",27114,457884,0.119063169,0.116,-28.14670563,2,0.053,0.573,0.373,"8.27114","8.27114",2,"KWI-IntB.2010","KWI"
"KWI-IntB","B",2010,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud - rest","8.4","199_KWI__R8",NA,NA,"not applicable - final decision","",2,NA,"May 1, 2010","",NA,"field selected","0","REPH","Shorebirds",2,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,548781,7617616,548781,7618016,549081,7618016,549081,7617616,0.12,NA,2,"8.4",27114,457884,0.119063169,0.116,-28.14670563,2,0.053,0.573,0.373,"8.27114","8.27114",2,"KWI-IntB.2010","KWI"
